Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp_Difference,Power,Tool_Wear_Percent
1,297.0,307.6,1575,37.4,98,10.600000000000023,58905.0,39.2
1,300.7,311.9,1485,38.8,9,11.199999999999989,57617.99999999999,3.5999999999999996
2,302.7,312.0,1652,31.0,81,9.300000000000011,51212.0,32.4
1,300.0,309.6,1496,38.8,27,9.600000000000023,58044.799999999996,10.8
1,298.0,307.6,1509,41.6,33,9.600000000000023,62774.4,13.200000000000001
2,298.6,308.4,1391,42.4,169,9.799999999999955,58978.4,67.60000000000001
1,301.2,309.9,1515,40.9,21,8.699999999999989,61963.5,8.4
0,297.3,308.6,1499,37.6,147,11.300000000000011,56362.4,58.8
2,300.3,311.7,1723,28.3,193,11.399999999999977,48760.9,77.2
2,301.7,310.6,1417,45.2,185,8.900000000000034,64048.4,74.0
1,301.7,310.7,1605,33.3,220,9.0,53446.49999999999,88.0
1,298.9,310.2,1533,42.8,138,11.300000000000011,65612.4,55.2
1,298.5,309.4,1364,44.5,162,10.899999999999977,60698.0,64.8
1,300.4,311.6,1200,76.6,3,11.200000000000045,91920.0,1.2
2,297.0,307.9,1493,34.7,57,10.899999999999977,51807.100000000006,22.8
1,300.4,311.4,1728,31.7,133,11.0,54777.6,53.2
1,301.5,310.6,1405,42.3,83,9.100000000000023,59431.49999999999,33.2
2,300.9,310.8,1790,26.2,191,9.900000000000034,46898.0,76.4
1,302.3,311.0,1609,31.0,190,8.699999999999989,49879.0,76.0
1,299.5,309.2,1499,41.5,175,9.699999999999989,62208.5,70.0
1,300.8,310.7,1586,33.4,142,9.899999999999977,52972.399999999994,56.8
1,297.6,308.7,1552,42.3,27,11.099999999999966,65649.59999999999,10.8
1,298.6,310.1,1533,33.9,24,11.5,51968.7,9.6
2,300.6,309.4,1312,45.2,73,8.799999999999955,59302.4,29.2
2,302.5,310.3,1488,41.8,160,7.800000000000011,62198.399999999994,64.0
1,300.2,309.8,1526,45.6,175,9.600000000000023,69585.6,70.0
1,300.7,309.5,1692,30.3,64,8.800000000000011,51267.6,25.6
1,301.1,310.1,1540,36.6,28,9.0,56364.0,11.200000000000001
1,302.2,311.1,1418,47.0,61,8.900000000000034,66646.0,24.4
1,302.0,311.1,1373,55.7,157,9.100000000000023,76476.1,62.8
2,303.7,312.9,1532,41.3,32,9.199999999999989,63271.6,12.8
1,303.4,311.8,1401,53.0,208,8.400000000000034,74253.0,83.2
2,299.0,308.7,1620,35.4,199,9.699999999999989,57348.0,79.60000000000001
2,300.3,309.2,1364,47.6,45,8.899999999999977,64926.4,18.0
2,298.3,307.7,1439,43.8,111,9.399999999999977,63028.2,44.4
0,302.0,310.6,1346,54.7,196,8.600000000000023,73626.2,78.4
1,301.8,310.9,1899,24.7,31,9.099999999999966,46905.299999999996,12.4
1,299.3,309.0,1422,47.3,25,9.699999999999989,67260.59999999999,10.0
1,300.8,310.6,1551,34.5,153,9.800000000000011,53509.5,61.199999999999996
1,299.7,311.1,1690,30.6,148,11.400000000000034,51714.0,59.199999999999996
1,301.0,312.2,1776,28.8,138,11.199999999999989,51148.8,55.2
2,301.3,310.8,1372,54.2,49,9.5,74362.40000000001,19.6
1,298.6,309.4,1447,40.2,173,10.799999999999955,58169.4,69.19999999999999
1,300.7,309.5,1467,44.3,55,8.800000000000011,64988.1,22.0
1,301.6,310.6,1391,49.4,164,9.0,68715.4,65.60000000000001
2,303.9,313.4,1464,49.1,171,9.5,71882.40000000001,68.4
2,298.7,310.1,1506,50.7,53,11.400000000000034,76354.2,21.2
0,295.9,306.5,1594,33.2,55,10.600000000000023,52920.8,22.0
0,297.4,308.7,1429,37.6,118,11.300000000000011,53730.4,47.199999999999996
2,299.0,310.3,1582,33.3,177,11.300000000000011,52680.6,70.8
1,301.6,310.9,1643,34.1,44,9.299999999999955,56026.3,17.599999999999998
2,298.7,309.9,2083,18.2,205,11.199999999999989,37910.6,82.0
1,301.4,310.6,1381,46.1,70,9.200000000000045,63664.1,28.000000000000004
0,300.0,309.0,1622,31.8,103,9.0,51579.6,41.199999999999996
0,297.5,308.7,1416,39.2,74,11.199999999999989,55507.200000000004,29.599999999999998
1,299.1,308.5,1539,46.8,190,9.399999999999977,72025.2,76.0
1,302.3,311.2,1903,22.9,55,8.899999999999977,43578.7,22.0
1,297.6,308.7,1622,37.9,79,11.099999999999966,61473.799999999996,31.6
1,298.8,309.7,1529,44.0,136,10.899999999999977,67276.0,54.400000000000006
1,298.0,308.4,1472,42.0,15,10.399999999999977,61824.0,6.0
2,300.3,311.6,1304,62.8,118,11.300000000000011,81891.2,47.199999999999996
2,303.4,311.6,1446,50.0,163,8.200000000000045,72300.0,65.2
1,302.4,311.2,1450,47.9,154,8.800000000000011,69455.0,61.6
1,297.5,308.4,1511,42.8,209,10.899999999999977,64670.799999999996,83.6
1,297.4,308.5,1399,61.5,61,11.100000000000023,86038.5,24.4
1,301.0,310.8,1558,34.9,196,9.800000000000011,54374.2,78.4
1,298.6,309.6,1353,62.5,9,11.0,84562.5,3.5999999999999996
2,303.5,312.8,1375,45.7,89,9.300000000000011,62837.50000000001,35.6
1,297.5,308.7,1429,44.3,201,11.199999999999989,63304.7,80.4
1,298.3,308.5,1575,41.2,105,10.199999999999989,64890.00000000001,42.0
2,296.1,307.1,1485,36.0,169,11.0,53460.0,67.60000000000001
2,298.1,308.8,1434,41.8,93,10.699999999999989,59941.2,37.2
1,298.0,308.2,1442,44.1,204,10.199999999999989,63592.200000000004,81.6
1,300.5,311.0,2074,18.9,9,10.5,39198.6,3.5999999999999996
1,298.9,309.6,1583,39.8,202,10.700000000000045,63003.399999999994,80.80000000000001
1,298.8,309.5,1645,32.8,157,10.699999999999989,53955.99999999999,62.8
0,301.2,310.5,1505,43.6,78,9.300000000000011,65618.0,31.2
0,299.8,309.7,1368,47.4,148,9.899999999999977,64843.2,59.199999999999996
2,299.1,310.2,1711,28.1,17,11.099999999999966,48079.100000000006,6.800000000000001
2,298.9,309.9,1501,37.1,70,11.0,55687.1,28.000000000000004
1,297.8,308.4,1685,28.4,179,10.599999999999966,47854.0,71.6
1,298.4,308.1,1367,57.8,92,9.700000000000045,79012.59999999999,36.8
2,299.8,311.1,1452,44.3,167,11.300000000000011,64323.6,66.8
1,304.0,313.3,1294,54.6,102,9.300000000000011,70652.40000000001,40.8
1,298.3,309.1,1472,40.1,31,10.800000000000011,59027.200000000004,12.4
1,297.5,308.4,1489,39.5,96,10.899999999999977,58815.5,38.4
2,301.1,310.6,1310,48.8,103,9.5,63927.99999999999,41.199999999999996
1,301.0,312.1,1377,49.9,48,11.100000000000023,68712.3,19.2
1,299.5,310.0,1412,48.9,56,10.5,69046.8,22.400000000000002
2,297.1,308.4,1583,38.2,150,11.299999999999955,60470.600000000006,60.0
1,301.0,312.0,1447,36.8,31,11.0,53249.6,12.4
1,301.9,310.8,1540,37.6,83,8.900000000000034,57904.0,33.2
1,298.0,308.2,1365,52.9,218,10.199999999999989,72208.5,87.2
1,298.2,308.1,1532,42.5,154,9.900000000000034,65110.0,61.6
2,300.1,309.6,1376,52.1,147,9.5,71689.6,58.8
1,299.1,308.8,1329,53.6,207,9.699999999999989,71234.40000000001,82.8
2,299.0,309.0,1575,35.3,47,10.0,55597.49999999999,18.8
1,301.5,310.6,1579,28.0,220,9.100000000000023,44212.0,88.0
1,300.7,310.8,1534,41.3,69,10.100000000000023,63354.2,27.6
1,296.3,307.2,1646,35.0,192,10.899999999999977,57610.0,76.8
1,301.5,310.9,1451,40.6,0,9.399999999999977,58910.6,0.0
1,299.0,310.3,1584,34.4,83,11.300000000000011,54489.6,33.2
1,298.3,307.9,1507,41.2,149,9.599999999999966,62088.4,59.599999999999994
0,303.3,311.3,1502,39.5,38,8.0,59329.0,15.2
1,299.6,311.0,1708,31.0,122,11.399999999999977,52948.0,48.8
1,299.5,309.3,1477,40.4,138,9.800000000000011,59670.799999999996,55.2
1,300.2,310.3,1445,50.9,34,10.100000000000023,73550.5,13.600000000000001
1,301.9,310.9,1616,34.5,46,9.0,55752.0,18.4
1,297.4,308.1,1749,25.9,8,10.700000000000045,45299.1,3.2
1,297.7,308.4,1510,38.6,72,10.699999999999989,58286.0,28.799999999999997
2,300.7,309.6,1421,49.8,165,8.900000000000034,70765.8,66.0
1,297.7,309.7,1591,37.7,196,12.0,59980.700000000004,78.4
1,297.5,308.6,1621,28.9,0,11.100000000000023,46846.899999999994,0.0
2,297.4,308.7,1425,50.3,152,11.300000000000011,71677.5,60.8
1,298.9,310.1,1473,42.6,164,11.200000000000045,62749.8,65.60000000000001
1,301.4,310.7,1675,30.7,92,9.300000000000011,51422.5,36.8
1,302.5,311.9,1520,44.9,94,9.399999999999977,68248.0,37.6
1,300.8,310.6,1666,36.2,144,9.800000000000011,60309.200000000004,57.599999999999994
2,299.5,310.8,1507,40.2,156,11.300000000000011,60581.4,62.4
1,300.7,311.8,1478,41.9,207,11.100000000000023,61928.2,82.8
2,299.0,308.7,1500,40.2,30,9.699999999999989,60300.00000000001,12.0
0,297.6,308.2,2071,18.5,144,10.599999999999966,38313.5,57.599999999999994
1,301.7,311.0,1700,28.7,19,9.300000000000011,48790.0,7.6
1,298.2,307.9,1551,34.1,190,9.699999999999989,52889.100000000006,76.0
1,303.3,311.8,1315,62.0,42,8.5,81530.0,16.8
2,301.1,311.0,1413,46.6,30,9.899999999999977,65845.8,12.0
1,301.2,310.9,1597,37.9,164,9.699999999999989,60526.299999999996,65.60000000000001
0,300.9,310.7,1656,30.7,200,9.800000000000011,50839.2,80.0
1,297.4,309.4,1620,35.4,51,12.0,57348.0,20.4
1,300.0,310.0,1486,41.8,69,10.0,62114.799999999996,27.6
2,298.9,310.0,1487,36.6,129,11.100000000000023,54424.200000000004,51.6
2,303.7,312.4,1642,32.3,206,8.699999999999989,53036.6,82.39999999999999
0,298.8,309.8,1437,48.2,164,11.0,69263.40000000001,65.60000000000001
1,300.5,311.0,1759,28.3,13,10.5,49779.700000000004,5.2
1,301.2,310.9,1416,53.3,66,9.699999999999989,75472.8,26.400000000000002
1,300.3,309.2,1462,51.4,48,8.899999999999977,75146.8,19.2
1,297.3,308.6,1586,37.7,155,11.300000000000011,59792.200000000004,62.0
1,298.5,310.0,1492,41.2,19,11.5,61470.4,7.6
1,299.1,309.0,1450,43.0,40,9.899999999999977,62350.0,16.0
2,302.2,311.2,1471,41.9,166,9.0,61634.9,66.4
2,301.4,310.7,1375,42.0,168,9.300000000000011,57750.0,67.2
2,298.3,308.9,1363,46.1,5,10.599999999999966,62834.3,2.0
1,298.6,309.2,2035,19.6,40,10.599999999999966,39886.0,16.0
1,302.6,311.9,1397,46.9,82,9.299999999999955,65519.299999999996,32.800000000000004
0,297.7,309.7,1440,51.1,191,12.0,73584.0,76.4
1,298.0,308.3,1544,34.7,213,10.300000000000011,53576.8,85.2
2,298.2,307.9,1529,36.6,105,9.699999999999989,55961.4,42.0
1,302.7,312.2,1369,51.8,174,9.5,70914.2,69.6
0,301.1,311.0,1339,52.8,194,9.899999999999977,70699.2,77.60000000000001
2,301.9,309.7,1533,35.9,204,7.800000000000011,55034.7,81.6
1,303.6,312.4,1418,46.0,128,8.799999999999955,65228.0,51.2
1,302.8,312.5,1462,43.4,68,9.699999999999989,63450.799999999996,27.200000000000003
1,303.8,312.9,1819,23.7,16,9.099999999999966,43110.299999999996,6.4
1,302.0,310.8,1902,23.4,188,8.800000000000011,44506.799999999996,75.2
2,298.8,309.6,1693,33.3,170,10.800000000000011,56376.899999999994,68.0
2,300.8,312.6,1588,35.6,114,11.800000000000011,56532.8,45.6
1,298.4,308.7,1588,35.0,99,10.300000000000011,55580.0,39.6
1,299.3,309.1,1493,38.0,151,9.800000000000011,56734.0,60.4
1,300.7,311.2,1457,51.4,61,10.5,74889.8,24.4
2,298.4,309.2,1414,46.4,128,10.800000000000011,65609.59999999999,51.2
2,299.4,308.7,1289,60.5,104,9.300000000000011,77984.5,41.6
2,298.6,309.5,1568,36.7,182,10.899999999999977,57545.600000000006,72.8
1,302.1,310.6,1459,47.6,93,8.5,69448.40000000001,37.2
1,299.9,309.2,1761,25.6,115,9.300000000000011,45081.600000000006,46.0
1,299.3,310.4,1629,32.6,177,11.099999999999966,53105.4,70.8
1,298.6,309.6,1611,35.7,23,11.0,57512.700000000004,9.2
2,297.5,308.7,1546,38.0,123,11.199999999999989,58748.0,49.2
2,301.7,309.9,1533,40.9,106,8.199999999999989,62699.7,42.4
2,300.8,311.9,1761,29.0,113,11.099999999999966,51069.0,45.2
0,299.0,310.2,1637,38.0,68,11.199999999999989,62206.0,27.200000000000003
1,301.5,310.1,1541,42.2,52,8.600000000000023,65030.200000000004,20.8
1,300.4,309.9,1567,36.5,72,9.5,57195.5,28.799999999999997
2,297.2,308.7,1398,38.1,88,11.5,53263.8,35.199999999999996
2,301.6,310.8,1343,49.5,140,9.199999999999989,66478.5,56.00000000000001
0,302.7,311.5,1556,35.0,164,8.800000000000011,54460.0,65.60000000000001
1,303.5,312.1,1326,55.7,114,8.600000000000023,73858.2,45.6
2,300.6,309.7,1428,42.6,23,9.099999999999966,60832.8,9.2
1,300.4,309.6,1379,54.5,122,9.200000000000045,75155.5,48.8
1,298.0,308.8,1610,33.7,212,10.800000000000011,54257.00000000001,84.8
1,300.3,311.7,1682,27.8,178,11.399999999999977,46759.6,71.2
1,301.6,310.7,1494,39.5,24,9.099999999999966,59013.0,9.6
1,299.5,310.0,1349,52.7,92,10.5,71092.3,36.8
2,300.3,309.6,1509,46.6,95,9.300000000000011,70319.40000000001,38.0
2,299.6,309.4,1283,62.1,83,9.799999999999955,79674.3,33.2
1,298.9,310.2,1705,32.5,63,11.300000000000011,55412.5,25.2
1,301.4,310.4,1639,28.9,94,9.0,47367.1,37.6
1,302.6,312.0,1674,32.2,70,9.399999999999977,53902.8,28.000000000000004
2,300.5,312.0,1382,54.1,27,11.5,74766.2,10.8
2,300.8,311.0,1580,36.6,109,10.199999999999989,57828.0,43.6
1,296.8,307.8,1573,36.4,126,11.0,57257.2,50.4
1,298.2,308.3,2216,16.8,139,10.100000000000023,37228.8,55.60000000000001
1,297.0,307.6,1513,42.4,124,10.600000000000023,64151.2,49.6
1,302.3,311.7,1544,43.2,128,9.399999999999977,66700.8,51.2
1,298.3,310.0,1507,44.7,73,11.699999999999989,67362.90000000001,29.2
1,302.5,310.4,1967,20.3,50,7.899999999999977,39930.1,20.0
2,300.9,310.5,1444,43.2,27,9.600000000000023,62380.8,10.8
1,297.3,308.1,1642,36.9,206,10.800000000000011,60589.799999999996,82.39999999999999
2,301.4,310.9,1557,39.3,174,9.5,61190.1,69.6
1,302.5,310.2,1563,34.8,150,7.699999999999989,54392.399999999994,60.0
1,303.4,311.9,1434,44.6,78,8.5,63956.4,31.2
2,299.3,308.5,1305,60.6,44,9.199999999999989,79083.0,17.599999999999998
0,301.0,310.9,1916,22.0,42,9.899999999999977,42152.0,16.8
1,300.0,309.6,1526,46.4,150,9.600000000000023,70806.4,60.0
1,296.8,307.9,1448,48.8,31,11.099999999999966,70662.4,12.4
1,298.3,308.5,1416,52.7,151,10.199999999999989,74623.2,60.4
2,298.5,308.7,1347,48.5,33,10.199999999999989,65329.5,13.200000000000001
2,301.0,309.7,1288,58.4,162,8.699999999999989,75219.2,64.8
1,299.9,309.2,1624,34.6,105,9.300000000000011,56190.4,42.0
1,301.8,310.8,1546,43.4,29,9.0,67096.4,11.600000000000001
1,301.5,310.9,2760,8.0,15,9.399999999999977,22080.0,6.0
2,298.5,309.3,1465,42.4,173,10.800000000000011,62116.0,69.19999999999999
1,298.6,309.6,1715,28.4,90,11.0,48706.0,36.0
1,300.4,311.4,1936,23.9,131,11.0,46270.399999999994,52.400000000000006
2,300.5,310.0,1580,37.0,181,9.5,58460.0,72.39999999999999
1,302.6,312.2,1520,43.0,208,9.599999999999966,65360.0,83.2
1,296.5,307.3,1566,37.2,164,10.800000000000011,58255.200000000004,65.60000000000001
1,302.6,311.0,1520,42.8,148,8.399999999999977,65055.99999999999,59.199999999999996
1,302.2,311.5,1744,31.2,172,9.300000000000011,54412.799999999996,68.8
1,298.4,307.9,1446,45.3,23,9.5,65503.799999999996,9.2
2,297.5,308.0,1429,45.8,148,10.5,65448.2,59.199999999999996
1,300.6,310.1,1485,49.9,19,9.5,74101.5,7.6
1,302.0,310.1,1409,50.4,172,8.100000000000023,71013.59999999999,68.8
2,300.2,309.9,1569,31.2,176,9.699999999999989,48952.799999999996,70.39999999999999
2,300.5,312.0,1263,60.8,146,11.5,76790.4,58.4
1,300.5,309.8,1367,54.0,129,9.300000000000011,73818.0,51.6
1,299.8,309.1,1668,30.3,200,9.300000000000011,50540.4,80.0
2,297.6,308.4,1391,51.9,218,10.799999999999955,72192.9,87.2
1,297.4,308.4,1426,50.4,70,11.0,71870.4,28.000000000000004
0,298.0,308.0,1520,39.6,51,10.0,60192.0,20.4
0,297.1,308.2,1527,42.2,199,11.099999999999966,64439.4,79.60000000000001
1,299.9,311.3,1522,45.7,153,11.400000000000034,69555.40000000001,61.199999999999996
1,301.8,311.0,1651,32.5,195,9.199999999999989,53657.5,78.0
1,300.7,309.8,1406,48.4,151,9.100000000000023,68050.4,60.4
1,297.7,307.2,1392,43.0,197,9.5,59856.0,78.8
1,300.5,310.4,1702,33.1,71,9.899999999999977,56336.200000000004,28.4
0,303.4,312.3,1522,42.1,62,8.900000000000034,64076.200000000004,24.8
1,299.8,309.2,1760,25.9,63,9.399999999999977,45584.0,25.2
2,300.7,310.3,1659,29.8,6,9.600000000000023,49438.200000000004,2.4
1,300.7,311.8,1420,47.0,119,11.100000000000023,66740.0,47.599999999999994
1,302.4,311.3,1503,38.2,120,8.900000000000034,57414.600000000006,48.0
2,298.1,308.0,2129,18.4,45,9.899999999999977,39173.6,18.0
1,300.2,311.6,1322,50.9,215,11.400000000000034,67289.8,86.0
2,299.4,309.1,1440,50.0,134,9.700000000000045,72000.0,53.6
2,297.9,309.1,1488,37.3,30,11.200000000000045,55502.399999999994,12.0
0,300.8,310.5,1559,40.1,220,9.699999999999989,62515.9,88.0
2,298.3,308.8,1391,50.4,13,10.5,70106.4,5.2
1,298.2,308.0,1538,38.2,59,9.800000000000011,58751.600000000006,23.599999999999998
1,297.2,307.9,1326,75.4,172,10.699999999999989,99980.40000000001,68.8
1,301.2,310.7,1951,21.3,44,9.5,41556.3,17.599999999999998
2,303.3,311.8,1536,40.6,205,8.5,62361.600000000006,82.0
0,303.6,312.7,1403,46.2,57,9.099999999999966,64818.600000000006,22.8
2,297.1,308.1,1506,37.7,210,11.0,56776.200000000004,84.0
1,297.6,309.3,1543,34.3,8,11.699999999999989,52924.899999999994,3.2
1,303.7,312.4,1348,51.0,152,8.699999999999989,68748.0,60.8
1,298.7,309.0,1565,35.1,152,10.300000000000011,54931.5,60.8
0,297.9,308.4,1637,34.5,191,10.5,56476.5,76.4
1,298.2,307.7,1459,44.5,89,9.5,64925.5,35.6
1,299.7,309.2,1411,46.1,173,9.5,65047.1,69.19999999999999
1,299.1,310.6,1796,26.0,90,11.5,46696.0,36.0
0,302.2,311.8,1330,62.4,31,9.600000000000023,82992.0,12.4
2,298.2,308.8,1626,40.4,20,10.600000000000023,65690.4,8.0
1,300.5,310.5,1409,60.9,73,10.0,85808.09999999999,29.2
1,300.0,309.2,1610,32.1,150,9.199999999999989,51681.0,60.0
0,299.2,310.1,1542,36.1,5,10.900000000000034,55666.200000000004,2.0
1,301.8,310.6,1522,43.8,70,8.800000000000011,66663.59999999999,28.000000000000004
1,299.6,310.1,1487,42.9,42,10.5,63792.299999999996,16.8
0,301.4,310.7,1536,44.4,96,9.300000000000011,68198.4,38.4
1,301.5,310.7,1686,27.9,135,9.199999999999989,47039.399999999994,54.0
1,303.1,311.2,1628,35.2,23,8.099999999999966,57305.600000000006,9.2
1,300.0,311.5,1455,41.7,130,11.5,60673.50000000001,52.0
2,297.9,307.7,1527,42.8,125,9.800000000000011,65355.6,50.0
0,302.2,311.1,1628,30.6,105,8.900000000000034,49816.8,42.0
1,299.4,309.0,1660,28.4,139,9.600000000000023,47144.0,55.60000000000001
1,302.8,312.4,1392,46.2,70,9.599999999999966,64310.4,28.000000000000004
1,298.2,307.8,1521,42.9,60,9.600000000000023,65250.9,24.0
1,297.7,308.7,1694,29.1,102,11.0,49295.4,40.8
2,302.9,312.3,1809,25.0,180,9.400000000000034,45225.0,72.0
2,300.6,310.7,1388,42.9,190,10.099999999999966,59545.2,76.0
1,300.8,309.6,1498,45.8,47,8.800000000000011,68608.4,18.8
0,297.3,308.6,1376,53.5,112,11.300000000000011,73616.0,44.800000000000004
1,304.0,313.2,1615,37.8,127,9.199999999999989,61046.99999999999,50.8
1,301.9,310.8,1525,43.2,62,8.900000000000034,65880.0,24.8
1,298.1,309.0,1592,33.9,85,10.899999999999977,53968.799999999996,34.0
1,299.9,311.4,1596,28.9,160,11.5,46124.399999999994,64.0
2,295.6,306.3,1426,45.5,53,10.699999999999989,64883.0,21.2
1,298.8,310.6,1602,39.1,211,11.800000000000011,62638.200000000004,84.39999999999999
2,298.5,308.8,1553,34.9,18,10.300000000000011,54199.7,7.199999999999999
1,298.5,308.2,1451,47.5,18,9.699999999999989,68922.5,7.199999999999999
1,302.8,312.3,1473,42.6,232,9.5,62749.8,92.80000000000001
0,300.4,311.4,1427,50.7,122,11.0,72348.90000000001,48.8
1,302.2,311.6,1416,54.1,48,9.400000000000034,76605.6,19.2
1,298.2,308.8,1666,31.5,30,10.600000000000023,52479.0,12.0
2,301.1,310.5,1309,60.7,100,9.399999999999977,79456.3,40.0
1,300.5,311.6,1444,49.3,92,11.100000000000023,71189.2,36.8
1,298.8,310.0,2098,19.6,148,11.199999999999989,41120.8,59.199999999999996
0,300.4,311.6,1715,30.8,203,11.200000000000045,52822.0,81.2
1,299.1,310.2,1425,52.7,154,11.099999999999966,75097.5,61.6
1,303.7,313.1,1355,49.1,188,9.400000000000034,66530.5,75.2
2,300.8,311.2,1488,40.1,87,10.399999999999977,59668.8,34.8
1,299.9,311.4,1627,36.7,118,11.5,59710.9,47.199999999999996
1,301.0,311.0,1402,55.3,98,10.0,77530.59999999999,39.2
2,301.3,311.4,1838,23.2,215,10.099999999999966,42641.6,86.0
2,297.5,308.9,1280,48.5,19,11.399999999999977,62080.0,7.6
2,298.8,308.8,1497,46.8,72,10.0,70059.59999999999,28.799999999999997
1,299.4,309.3,1525,41.5,30,9.900000000000034,63287.5,12.0
1,300.9,310.4,1788,27.8,90,9.5,49706.4,36.0
2,299.6,309.0,1736,26.1,146,9.399999999999977,45309.600000000006,58.4
0,300.0,309.4,1498,38.5,37,9.399999999999977,57673.0,14.799999999999999
1,298.8,310.2,1814,26.8,204,11.399999999999977,48615.200000000004,81.6
1,298.6,309.4,1440,48.2,136,10.799999999999955,69408.0,54.400000000000006
1,299.8,309.5,1590,28.5,23,9.699999999999989,45315.0,9.2
0,300.4,309.5,1547,50.7,131,9.100000000000023,78432.90000000001,52.400000000000006
2,298.5,309.4,1521,37.5,94,10.899999999999977,57037.5,37.6
1,298.4,309.5,2153,15.3,98,11.100000000000023,32940.9,39.2
1,303.7,312.7,1989,22.4,166,9.0,44553.6,66.4
0,302.3,311.4,1443,44.1,51,9.099999999999966,63636.3,20.4
2,304.2,313.4,1411,54.8,44,9.199999999999989,77322.8,17.599999999999998
1,302.3,311.9,1434,51.9,173,9.599999999999966,74424.59999999999,69.19999999999999
1,300.4,311.4,1424,44.6,127,11.0,63510.4,50.8
1,298.2,307.8,1429,46.9,117,9.600000000000023,67020.09999999999,46.800000000000004
2,297.3,308.4,1665,28.9,17,11.099999999999966,48118.5,6.800000000000001
1,303.4,312.3,1680,30.6,67,8.900000000000034,51408.0,26.8
1,298.5,309.8,1468,40.9,157,11.300000000000011,60041.2,62.8
2,300.9,310.2,1533,38.1,137,9.300000000000011,58407.3,54.800000000000004
2,298.7,309.1,1423,49.5,200,10.400000000000034,70438.5,80.0
0,300.9,311.3,1295,58.9,77,10.400000000000034,76275.5,30.8
2,297.5,308.6,1472,44.9,198,11.100000000000023,66092.8,79.2
1,299.4,310.5,1372,46.3,173,11.100000000000023,63523.6,69.19999999999999
2,298.8,309.9,1741,27.7,50,11.099999999999966,48225.7,20.0
1,303.8,312.9,1573,34.6,14,9.099999999999966,54425.8,5.6000000000000005
2,300.9,312.0,1447,41.4,193,11.100000000000023,59905.799999999996,77.2
1,302.3,311.0,1561,37.2,180,8.699999999999989,58069.200000000004,72.0
2,301.0,310.6,1698,27.3,14,9.600000000000023,46355.4,5.6000000000000005
1,298.9,310.3,1436,39.0,32,11.400000000000034,56004.0,12.8
1,300.1,310.5,1532,36.0,109,10.399999999999977,55152.0,43.6
1,299.6,310.2,1627,36.6,17,10.599999999999966,59548.200000000004,6.800000000000001
1,302.5,310.2,1329,50.6,148,7.699999999999989,67247.40000000001,59.199999999999996
1,300.5,311.3,1475,46.3,49,10.800000000000011,68292.5,19.6
1,300.5,310.5,1646,34.5,63,10.0,56787.0,25.2
1,299.0,310.0,1509,38.0,168,11.0,57342.0,67.2
1,301.8,311.2,1334,52.3,68,9.399999999999977,69768.2,27.200000000000003
1,297.4,308.6,1678,32.3,180,11.200000000000045,54199.399999999994,72.0
2,297.6,308.5,1466,39.7,34,10.899999999999977,58200.200000000004,13.600000000000001
1,299.6,309.0,1413,48.5,153,9.399999999999977,68530.5,61.199999999999996
1,297.9,308.6,2262,15.7,125,10.700000000000045,35513.4,50.0
